image_id,pred_instance_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,pred_area,image_density_bucket,local_density,local_density_bucket,neighbor_count,distance_peak_count,overlap_gt_count,significant_overlap_gt_count,overlaps_multiple_gt,matched,matched_iou,fp_type,gt_overlap_instance_ids,significant_gt_overlap_instance_ids,merged_into_other_gt_hits,merged_into_other_gt_hit_count,covers_merged_into_other,suspicion_score,candidate_rank_global,candidate_rank_in_image,bbox
hurricane-michael_00000450,37,0,883,73,950,3346,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,41|42,41|42,41|42,2,1,8.0,1200,3,"[0, 883, 73, 950]"
hurricane-harvey_00000096,19,792,89,843,194,3334,dense,0.514536,medium,1,1,2,2,1,0,,oversized_merge,14|17,14|17,14|17,2,1,8.0,1201,7,"[792, 89, 843, 194]"
hurricane-harvey_00000479,170,945,857,1024,934,3317,dense,0.638937,medium,1,1,4,3,1,0,,oversized_merge,179|182|185|188,179|182|188,179|182|188,3,1,8.0,1202,10,"[945, 857, 1024, 934]"
palu-tsunami_00000147,10,963,115,1024,187,3316,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,7|11,7|11,7|11,2,1,8.0,1203,11,"[963, 115, 1024, 187]"
mexico-earthquake_00000010,9,914,0,1018,59,3257,dense,3.095496,dense,4,1,2,2,1,1,0.599201,,11|15,11|15,15,1,1,8.0,1204,11,"[914, 0, 1018, 59]"
hurricane-harvey_00000483,97,515,739,624,781,3249,dense,2.181263,dense,4,1,2,2,1,1,0.708864,,86|88,86|88,88,1,1,8.0,1205,2,"[515, 739, 624, 781]"
santa-rosa-wildfire_00000367,56,123,515,236,576,3237,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,59|61,59|61,59|61,2,1,8.0,1206,5,"[123, 515, 236, 576]"
mexico-earthquake_00000069,11,585,5,673,93,3227,dense,0.526316,medium,1,1,2,2,1,0,,oversized_merge,7|10,7|10,7|10,2,1,8.0,1207,15,"[585, 5, 673, 93]"
hurricane-michael_00000128,38,423,296,501,348,3219,dense,0.607091,medium,1,1,2,2,1,0,,oversized_merge,36|40,36|40,36|40,2,1,8.0,1208,3,"[423, 296, 501, 348]"
santa-rosa-wildfire_00000012,81,889,472,1004,568,3206,dense,0.374251,medium,1,1,2,2,1,0,,oversized_merge,87|90,87|90,87|90,2,1,8.0,1209,2,"[889, 472, 1004, 568]"
palu-tsunami_00000120,42,948,258,1009,347,3200,dense,3.025902,dense,5,1,2,2,1,1,0.646734,,48|60,48|60,60,1,1,8.0,1210,12,"[948, 258, 1009, 347]"
hurricane-harvey_00000476,132,833,593,950,639,3190,dense,0.50226,medium,1,1,3,3,1,0,,oversized_merge,140|141|143,140|141|143,140|141|143,3,1,8.0,1211,13,"[833, 593, 950, 639]"
hurricane-harvey_00000479,84,909,425,984,495,3156,dense,2.68442,dense,5,1,2,2,1,1,0.535017,,80|91,80|91,80,1,1,8.0,1212,11,"[909, 425, 984, 495]"
hurricane-harvey_00000223,128,201,856,259,947,3141,dense,0.528821,medium,1,1,2,2,1,0,,oversized_merge,159|168,159|168,159|168,2,1,8.0,1213,17,"[201, 856, 259, 947]"
hurricane-michael_00000074,147,938,882,987,972,3129,dense,0.574647,medium,1,1,2,2,1,0,,oversized_merge,149|157,149|157,149|157,2,1,8.0,1214,5,"[938, 882, 987, 972]"
mexico-earthquake_00000139,32,439,459,504,540,3122,dense,0.534616,medium,1,1,2,2,1,0,,oversized_merge,87|88,87|88,87|88,2,1,8.0,1215,17,"[439, 459, 504, 540]"
palu-tsunami_00000165,90,399,841,485,904,3120,dense,0.524934,medium,1,1,3,3,1,0,,oversized_merge,90|91|93,90|91|93,90|91|93,3,1,8.0,1216,4,"[399, 841, 485, 904]"
hurricane-harvey_00000112,121,103,588,185,646,3098,dense,0.561419,medium,1,1,2,2,1,0,,oversized_merge,126|128,126|128,126|128,2,1,8.0,1217,9,"[103, 588, 185, 646]"
santa-rosa-wildfire_00000141,46,92,226,149,302,3098,dense,0.590319,medium,1,1,2,2,1,0,,oversized_merge,48|56,48|56,48|56,2,1,8.0,1218,8,"[92, 226, 149, 302]"
hurricane-harvey_00000328,38,13,567,77,664,3096,dense,0.569833,medium,1,1,2,2,1,0,,oversized_merge,38|40,38|40,38|40,2,1,8.0,1219,1,"[13, 567, 77, 664]"
hurricane-harvey_00000252,51,208,862,251,956,3091,dense,0.591506,medium,1,1,2,2,1,0,,oversized_merge,46|50,46|50,46|50,2,1,8.0,1220,2,"[208, 862, 251, 956]"
hurricane-michael_00000128,39,502,296,576,349,3072,dense,0.619348,medium,1,1,2,2,1,0,,oversized_merge,35|38,35|38,35|38,2,1,8.0,1221,4,"[502, 296, 576, 349]"
midwest-flooding_00000026,73,910,903,1021,941,3052,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,69|70,69|70,69|70,2,1,8.0,1222,1,"[910, 903, 1021, 941]"
hurricane-harvey_00000476,133,754,596,833,647,3037,dense,0.608088,medium,1,1,2,2,1,0,,oversized_merge,142|144,142|144,142|144,2,1,8.0,1223,14,"[754, 596, 833, 647]"
hurricane-michael_00000128,49,544,414,620,463,3018,dense,0.632111,medium,1,1,2,2,1,0,,oversized_merge,49|50,49|50,49|50,2,1,8.0,1224,5,"[544, 414, 620, 463]"
hurricane-michael_00000468,39,178,191,259,287,3018,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,36|43,36|43,36|43,2,1,8.0,1225,4,"[178, 191, 259, 287]"
mexico-earthquake_00000131,140,355,467,442,551,3010,dense,2.684804,dense,6,1,2,2,1,1,0.678449,,130|138,130|138,130,1,1,8.0,1226,7,"[355, 467, 442, 551]"
mexico-earthquake_00000117,62,556,291,623,366,3004,dense,0.0,sparse,0,1,4,4,1,0,,oversized_merge,103|107|116|129,103|107|116|129,103|107|116|129,4,1,8.0,1227,58,"[556, 291, 623, 366]"
mexico-earthquake_00000174,49,897,560,972,637,2989,dense,0.51023,medium,1,1,4,4,1,0,,oversized_merge,44|47|52|53,44|47|52|53,44|47|52|53,4,1,8.0,1228,5,"[897, 560, 972, 637]"
palu-tsunami_00000114,103,690,500,773,572,2977,dense,2.0008,dense,4,1,2,2,1,1,0.671549,,114|116,114|116,116,1,1,8.0,1229,14,"[690, 500, 773, 572]"
santa-rosa-wildfire_00000089,164,721,918,796,971,2975,dense,0.614893,medium,1,1,2,2,1,0,,oversized_merge,173|182,173|182,173|182,2,1,8.0,1230,7,"[721, 918, 796, 971]"
hurricane-matthew_00000037,94,394,475,497,535,2970,dense,1.931621,dense,4,1,2,2,1,1,0.68894,,84|89,84|89,89,1,1,8.0,1231,12,"[394, 475, 497, 535]"
socal-fire_00000724,29,379,200,449,255,2940,dense,0.627117,medium,1,1,3,3,1,0,,oversized_merge,45|48|49,45|48|49,45|48|49,3,1,8.0,1232,10,"[379, 200, 449, 255]"
santa-rosa-wildfire_00000238,108,201,562,264,613,2939,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,120|127,120|127,120|127,2,1,8.0,1233,12,"[201, 562, 264, 613]"
hurricane-michael_00000155,11,570,174,680,214,2938,dense,0.0,sparse,0,1,4,3,1,0,,oversized_merge,9|11|12|13,9|12|13,9|12|13,3,1,8.0,1234,9,"[570, 174, 680, 214]"
hurricane-harvey_00000163,101,249,608,331,680,2920,dense,0.503626,medium,1,1,2,2,1,0,,oversized_merge,87|89,87|89,87|89,2,1,8.0,1235,4,"[249, 608, 331, 680]"
hurricane-harvey_00000223,93,2,499,93,544,2901,dense,0.733945,medium,1,1,2,2,1,0,,oversized_merge,109|113,109|113,109|113,2,1,8.0,1236,18,"[2, 499, 93, 544]"
palu-tsunami_00000062,20,410,33,487,99,2882,dense,2.182215,dense,4,1,2,2,1,1,0.704303,,24|28,24|28,28,1,1,8.0,1237,21,"[410, 33, 487, 99]"
mexico-earthquake_00000025,30,147,859,240,941,2876,dense,3.053835,dense,7,1,2,2,1,1,0.723953,,29|32,29|32,29,1,1,8.0,1238,3,"[147, 859, 240, 941]"
hurricane-harvey_00000122,161,319,943,382,1024,2870,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,189|193|206,189|193|206,189|193|206,3,1,8.0,1239,15,"[319, 943, 382, 1024]"
hurricane-harvey_00000445,37,13,272,83,337,2860,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,32|33,32|33,32|33,2,1,8.0,1240,1,"[13, 272, 83, 337]"
hurricane-michael_00000163,2,244,9,364,46,2847,dense,0.0,sparse,0,1,4,4,1,0,,oversized_merge,5|6|7|10,5|6|7|10,5|6|7|10,4,1,8.0,1241,2,"[244, 9, 364, 46]"
hurricane-harvey_00000458,44,977,621,1024,710,2843,dense,0.827335,dense,1,1,2,2,1,0,,oversized_merge,50|53,50|53,50|53,2,1,8.0,1242,6,"[977, 621, 1024, 710]"
santa-rosa-wildfire_00000089,129,739,728,790,808,2838,dense,3.019324,dense,5,1,2,2,1,1,0.546178,,138|145,138|145,138,1,1,8.0,1243,8,"[739, 728, 790, 808]"
santa-rosa-wildfire_00000364,9,666,53,707,156,2838,dense,0.570288,medium,1,1,2,2,1,0,,oversized_merge,10|14,10|14,10|14,2,1,8.0,1244,10,"[666, 53, 707, 156]"
santa-rosa-wildfire_00000364,3,759,0,801,91,2826,dense,0.766989,medium,1,1,2,2,1,0,,oversized_merge,3|8,3|8,3|8,2,1,8.0,1245,11,"[759, 0, 801, 91]"
hurricane-harvey_00000479,93,141,491,191,568,2814,dense,0.622123,medium,1,1,2,2,1,0,,oversized_merge,100|107,100|107,100|107,2,1,8.0,1246,12,"[141, 491, 191, 568]"
socal-fire_00000504,88,142,965,224,1024,2776,dense,3.010688,dense,4,1,2,2,1,1,0.710948,,87|88,87|88,87,1,1,8.0,1247,3,"[142, 965, 224, 1024]"
mexico-earthquake_00000005,117,924,740,1012,827,2769,dense,0.501706,medium,1,1,2,2,1,0,,oversized_merge,130|138,130|138,130|138,2,1,8.0,1248,11,"[924, 740, 1012, 827]"
socal-fire_00000879,18,442,183,490,254,2767,dense,0.661376,medium,1,1,2,2,1,0,,oversized_merge,17|20,17|20,17|20,2,1,8.0,1249,5,"[442, 183, 490, 254]"
santa-rosa-wildfire_00000089,61,216,450,297,498,2755,dense,0.615764,medium,1,1,2,2,1,0,,oversized_merge,67|70,67|70,67|70,2,1,8.0,1250,9,"[216, 450, 297, 498]"
mexico-earthquake_00000135,41,96,193,185,272,2740,dense,0.457059,medium,1,1,3,3,1,0,,oversized_merge,60|64|77,60|64|77,60|64|77,3,1,8.0,1251,27,"[96, 193, 185, 272]"
hurricane-harvey_00000179,206,5,802,76,857,2713,dense,0.778089,medium,1,1,2,2,1,0,,oversized_merge,208|212,208|212,208|212,2,1,8.0,1252,12,"[5, 802, 76, 857]"
mexico-earthquake_00000005,20,690,56,739,150,2713,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,24|28|32,24|28|32,24|28|32,3,1,8.0,1253,12,"[690, 56, 739, 150]"
palu-tsunami_00000008,32,751,123,839,172,2711,dense,2.328831,dense,4,1,2,2,1,1,0.602169,,35|37,35|37,37,1,1,8.0,1254,1,"[751, 123, 839, 172]"
santa-rosa-wildfire_00000213,96,99,665,199,726,2700,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,107|108|113,107|108|113,107|108|113,3,1,8.0,1255,3,"[99, 665, 199, 726]"
hurricane-harvey_00000096,113,381,757,448,817,2697,dense,3.07806,dense,5,1,2,2,1,1,0.512463,,92|94,92|94,94,1,1,8.0,1256,8,"[381, 757, 448, 817]"
hurricane-harvey_00000191,178,230,946,313,989,2695,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,135|138,135|138,135|138,2,1,8.0,1257,1,"[230, 946, 313, 989]"
hurricane-harvey_00000105,87,330,830,405,883,2680,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,99|102,99|102,99|102,2,1,8.0,1258,9,"[330, 830, 405, 883]"
hurricane-harvey_00000011,67,394,417,480,452,2678,dense,2.693603,dense,4,1,2,2,1,1,0.606838,,84|85,84|85,84,1,1,8.0,1259,12,"[394, 417, 480, 452]"
socal-fire_00000879,51,351,441,420,489,2661,dense,0.671321,medium,1,1,2,2,1,0,,oversized_merge,52|54,52|54,52|54,2,1,8.0,1260,6,"[351, 441, 420, 489]"
santa-rosa-wildfire_00000238,152,150,797,237,844,2650,dense,2.386492,dense,4,1,3,2,1,1,0.549213,,163|167|168,167|168,168,1,1,8.0,1261,13,"[150, 797, 237, 844]"
socal-fire_00000879,36,563,333,611,403,2633,dense,0.666311,medium,1,1,2,2,1,0,,oversized_merge,38|44,38|44,38|44,2,1,8.0,1262,7,"[563, 333, 611, 403]"
socal-fire_00000431,2,147,304,222,351,2631,dense,0.64813,medium,1,1,2,2,1,0,,oversized_merge,3|5,3|5,3|5,2,1,8.0,1263,1,"[147, 304, 222, 351]"
hurricane-harvey_00000018,59,0,435,72,482,2592,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,62|63,62|63,62|63,2,1,8.0,1264,3,"[0, 435, 72, 482]"
hurricane-harvey_00000122,144,598,859,648,925,2586,dense,0.674764,medium,1,1,2,2,1,0,,oversized_merge,167|171,167|171,167|171,2,1,8.0,1265,16,"[598, 859, 648, 925]"
socal-fire_00000879,19,246,192,295,265,2581,dense,0.645953,medium,1,1,2,2,1,0,,oversized_merge,18|23,18|23,18|23,2,1,8.0,1266,8,"[246, 192, 295, 265]"
santa-rosa-wildfire_00000012,59,352,346,439,423,2580,dense,0.469682,medium,1,1,2,2,1,0,,oversized_merge,64|70,64|70,64|70,2,1,8.0,1267,3,"[352, 346, 439, 423]"
santa-rosa-wildfire_00000238,75,689,337,772,397,2578,dense,3.291639,dense,6,1,2,2,1,1,0.535754,,81|87,81|87,81,1,1,8.0,1268,14,"[689, 337, 772, 397]"
palu-tsunami_00000181,94,460,390,518,463,2573,dense,2.393203,dense,4,1,2,2,1,1,0.512413,,118|126,118|126,126,1,1,8.0,1269,19,"[460, 390, 518, 463]"
palu-tsunami_00000173,19,933,217,984,278,2572,dense,0.744546,medium,1,1,2,2,1,0,,oversized_merge,27|28,27|28,27|28,2,1,8.0,1270,6,"[933, 217, 984, 278]"
hurricane-harvey_00000105,75,164,754,239,805,2568,dense,0.625586,medium,1,1,2,2,1,0,,oversized_merge,80|83,80|83,80|83,2,1,8.0,1271,10,"[164, 754, 239, 805]"
hurricane-florence_00000364,19,172,624,264,679,2567,dense,2.154708,dense,4,1,2,2,1,1,0.573623,,20|24,20|24,24,1,1,8.0,1272,3,"[172, 624, 264, 679]"
hurricane-harvey_00000105,68,315,718,392,773,2565,dense,0.595983,medium,1,1,2,2,1,0,,oversized_merge,71|74,71|74,71|74,2,1,8.0,1273,11,"[315, 718, 392, 773]"
hurricane-harvey_00000364,39,133,534,233,590,2561,dense,0.50813,medium,1,1,4,4,1,0,,oversized_merge,44|45|48|53,44|45|48|53,44|45|48|53,4,1,8.0,1274,3,"[133, 534, 233, 590]"
socal-fire_00000893,6,354,557,453,605,2561,dense,0.547765,medium,1,1,2,2,1,0,,oversized_merge,6|8,6|8,6|8,2,1,8.0,1275,4,"[354, 557, 453, 605]"
santa-rosa-wildfire_00000213,36,389,187,438,279,2552,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,36|41,36|41,36|41,2,1,8.0,1276,4,"[389, 187, 438, 279]"
santa-rosa-wildfire_00000074,48,239,556,284,635,2536,dense,0.64156,medium,1,1,3,3,1,0,,oversized_merge,58|65|70,58|65|70,58|65|70,3,1,8.0,1277,11,"[239, 556, 284, 635]"
palu-tsunami_00000081,68,0,777,38,865,2534,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,88|91,88|91,88|91,2,1,8.0,1278,12,"[0, 777, 38, 865]"
hurricane-harvey_00000112,73,912,354,964,421,2513,dense,0.658068,medium,1,1,2,2,1,0,,oversized_merge,75|83,75|83,75|83,2,1,8.0,1279,10,"[912, 354, 964, 421]"
palu-tsunami_00000173,50,258,564,337,632,2504,dense,0.529773,medium,1,1,3,3,1,0,,oversized_merge,61|66|68,61|66|68,61|66|68,3,1,8.0,1280,7,"[258, 564, 337, 632]"
hurricane-harvey_00000122,47,287,437,353,483,2491,dense,0.699301,medium,1,1,2,2,1,0,,oversized_merge,52|54,52|54,52|54,2,1,8.0,1281,17,"[287, 437, 353, 483]"
socal-fire_00001029,44,291,239,379,288,2490,dense,0.582208,medium,1,1,2,2,1,0,,oversized_merge,34|35,34|35,34|35,2,1,8.0,1282,3,"[291, 239, 379, 288]"
hurricane-harvey_00000355,99,638,599,725,633,2486,dense,0.675767,medium,1,1,2,2,1,0,,oversized_merge,101|103,101|103,101|103,2,1,8.0,1283,3,"[638, 599, 725, 633]"
hurricane-harvey_00000479,113,134,568,188,644,2479,dense,0.605327,medium,1,1,2,2,1,0,,oversized_merge,118|126,118|126,118|126,2,1,8.0,1284,13,"[134, 568, 188, 644]"
palu-tsunami_00000008,72,802,316,859,391,2477,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,73|79,73|79,73|79,2,1,8.0,1285,2,"[802, 316, 859, 391]"
hurricane-matthew_00000345,99,731,255,787,369,2473,dense,4.213483,dense,9,1,3,2,1,1,0.582705,,94|118|125,94|118,118,1,1,8.0,1286,24,"[731, 255, 787, 369]"
mexico-earthquake_00000006,78,194,588,305,628,2461,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,117|118|120,117|118|120,117|118|120,3,1,8.0,1287,35,"[194, 588, 305, 628]"
mexico-earthquake_00000022,63,66,992,176,1024,2458,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,46|47,46|47,46|47,2,1,8.0,1288,4,"[66, 992, 176, 1024]"
santa-rosa-wildfire_00000066,36,297,155,373,197,2419,dense,0.673854,medium,1,1,2,2,1,0,,oversized_merge,35|38,35|38,35|38,2,1,8.0,1289,6,"[297, 155, 373, 197]"
hurricane-harvey_00000112,154,12,762,85,819,2417,dense,0.706364,medium,1,1,2,2,1,0,,oversized_merge,163|165,163|165,163|165,2,1,8.0,1290,11,"[12, 762, 85, 819]"
mexico-earthquake_00000061,45,838,181,905,246,2417,dense,0.591751,medium,1,1,2,2,1,0,,oversized_merge,44|49,44|49,44|49,2,1,8.0,1291,30,"[838, 181, 905, 246]"
hurricane-harvey_00000122,158,596,933,642,997,2409,dense,0.739098,medium,1,1,2,2,1,0,,oversized_merge,185|190,185|190,185|190,2,1,8.0,1292,18,"[596, 933, 642, 997]"
mexico-earthquake_00000061,1,0,0,39,111,2400,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,1|14|20,1|14|20,1|14|20,3,1,8.0,1293,31,"[0, 0, 39, 111]"
hurricane-michael_00000129,89,548,949,608,1024,2399,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,100|103|104,100|103|104,100|103|104,3,1,8.0,1294,2,"[548, 949, 608, 1024]"
midwest-flooding_00000071,105,547,882,630,923,2389,dense,0.647878,medium,1,1,3,3,1,0,,oversized_merge,130|134|142,130|134|142,130|134|142,3,1,8.0,1295,2,"[547, 882, 630, 923]"
hurricane-harvey_00000456,43,480,706,530,763,2379,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,58|62,58|62,58|62,2,1,8.0,1296,18,"[480, 706, 530, 763]"
hurricane-harvey_00000355,88,816,520,898,558,2375,dense,2.686006,dense,4,1,2,2,1,1,0.551822,,89|91,89|91,91,1,1,8.0,1297,4,"[816, 520, 898, 558]"
hurricane-harvey_00000223,132,0,889,76,933,2374,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,162|166,162|166,162|166,2,1,8.0,1298,19,"[0, 889, 76, 933]"
hurricane-matthew_00000037,57,720,348,770,417,2371,dense,4.616805,dense,7,1,3,2,1,1,0.570146,,58|61|72,58|61,58,1,1,8.0,1299,13,"[720, 348, 770, 417]"
hurricane-harvey_00000096,132,472,872,524,934,2363,dense,0.707414,medium,1,1,2,2,1,0,,oversized_merge,113|118,113|118,113|118,2,1,8.0,1300,9,"[472, 872, 524, 934]"
hurricane-harvey_00000456,39,658,665,719,725,2354,dense,0.688705,medium,1,1,2,2,1,0,,oversized_merge,45|48,45|48,45|48,2,1,8.0,1301,19,"[658, 665, 719, 725]"
hurricane-matthew_00000345,6,912,0,1000,39,2344,dense,1.956182,dense,2,2,2,2,1,1,0.609535,,7|8,7|8,7,1,1,8.0,1302,25,"[912, 0, 1000, 39]"
hurricane-harvey_00000476,106,618,443,661,518,2337,dense,0.672359,medium,1,1,2,2,1,0,,oversized_merge,116|120,116|120,116|120,2,1,8.0,1303,15,"[618, 443, 661, 518]"
mexico-earthquake_00000139,29,278,413,328,486,2328,dense,0.640287,medium,1,1,2,2,1,0,,oversized_merge,76|85,76|85,76|85,2,1,8.0,1304,18,"[278, 413, 328, 486]"
socal-fire_00000879,145,98,955,163,1024,2307,dense,0.767519,medium,1,1,2,2,1,0,,oversized_merge,143|160,143|160,143|160,2,1,8.0,1305,9,"[98, 955, 163, 1024]"
hurricane-harvey_00000485,33,178,761,243,829,2306,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,31|32,31|32,31|32,2,1,8.0,1306,1,"[178, 761, 243, 829]"
mexico-earthquake_00000117,98,571,523,653,575,2299,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,196|199|201,196|199|201,196|199|201,3,1,8.0,1307,59,"[571, 523, 653, 575]"
mexico-earthquake_00000183,136,4,609,58,684,2297,dense,3.197442,dense,4,1,2,2,1,1,0.632097,,166|179,166|179,179,1,1,8.0,1308,37,"[4, 609, 58, 684]"
hurricane-harvey_00000468,45,459,858,521,912,2292,dense,2.780868,dense,4,1,3,3,1,1,0.585406,,49|50|53,49|50|53,49|50,2,1,8.0,1309,2,"[459, 858, 521, 912]"
hurricane-michael_00000218,22,610,691,666,748,2285,dense,0.790139,medium,1,1,2,2,1,0,,oversized_merge,22|23,22|23,22|23,2,1,8.0,1310,1,"[610, 691, 666, 748]"
hurricane-harvey_00000112,157,80,782,161,833,2275,dense,0.5997,medium,1,1,2,2,1,0,,oversized_merge,167|170,167|170,167|170,2,1,8.0,1311,12,"[80, 782, 161, 833]"
santa-rosa-wildfire_00000213,54,312,350,367,409,2275,dense,0.0,sparse,0,1,3,3,1,0,,oversized_merge,59|60|67,59|60|67,59|60|67,3,1,8.0,1312,5,"[312, 350, 367, 409]"
palu-tsunami_00000113,154,956,785,995,870,2273,dense,2.684564,dense,4,1,2,2,1,1,0.56347,,166|178,166|178,166,1,1,8.0,1313,15,"[956, 785, 995, 870]"
hurricane-harvey_00000378,151,246,929,321,973,2271,dense,0.666134,medium,1,1,4,2,1,0,,oversized_merge,131|140|141|142,140|141,140|141,2,1,8.0,1314,5,"[246, 929, 321, 973]"
midwest-flooding_00000071,52,174,626,235,673,2271,dense,0.77238,medium,1,1,2,2,1,0,,oversized_merge,60|61,60|61,60|61,2,1,8.0,1315,3,"[174, 626, 235, 673]"
hurricane-harvey_00000122,30,614,337,658,417,2266,dense,0.643004,medium,1,1,2,2,1,0,,oversized_merge,31|34,31|34,31|34,2,1,8.0,1316,19,"[614, 337, 658, 417]"
santa-rosa-wildfire_00000213,23,365,101,414,188,2266,dense,0.586063,medium,1,1,2,2,1,0,,oversized_merge,24|31,24|31,24|31,2,1,8.0,1317,6,"[365, 101, 414, 188]"
santa-rosa-wildfire_00000144,94,413,627,477,687,2262,dense,3.150202,dense,5,1,2,2,1,1,0.624405,,95|96,95|96,95,1,1,8.0,1318,2,"[413, 627, 477, 687]"
hurricane-harvey_00000378,156,552,957,604,1024,2251,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,146|148,146|148,146|148,2,1,8.0,1319,6,"[552, 957, 604, 1024]"
mexico-earthquake_00000063,84,243,737,338,773,2251,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,131|132,131|132,132,1,1,8.0,1320,21,"[243, 737, 338, 773]"
hurricane-matthew_00000027,15,802,47,876,112,2244,dense,2.246939,dense,4,1,2,2,1,1,0.6407,,16|20,16|20,16,1,1,8.0,1321,8,"[802, 47, 876, 112]"
santa-rosa-wildfire_00000123,68,798,617,905,646,2239,dense,3.144061,dense,5,1,2,2,1,1,0.633827,,75|80,75|80,80,1,1,8.0,1322,6,"[798, 617, 905, 646]"
mexico-earthquake_00000028,14,776,20,853,79,2223,dense,0.638937,medium,1,1,3,2,1,0,,oversized_merge,12|14|17,14|17,14|17,2,1,8.0,1323,11,"[776, 20, 853, 79]"
santa-rosa-wildfire_00000213,108,98,790,162,851,2219,dense,0.625,medium,1,1,2,2,1,0,,oversized_merge,120|121,120|121,120|121,2,1,8.0,1324,7,"[98, 790, 162, 851]"
santa-rosa-wildfire_00000123,59,410,572,455,640,2213,dense,0.695024,medium,1,1,3,3,1,0,,oversized_merge,64|66|73,64|66|73,64|66|73,3,1,8.0,1325,7,"[410, 572, 455, 640]"
hurricane-matthew_00000105,6,361,526,401,608,2204,dense,2.634352,dense,4,1,2,2,1,1,0.691939,,6|9,6|9,6,1,1,8.0,1326,4,"[361, 526, 401, 608]"
socal-fire_00000893,17,246,651,300,715,2190,dense,0.662076,medium,1,1,2,2,1,0,,oversized_merge,24|31,24|31,24|31,2,1,8.0,1327,5,"[246, 651, 300, 715]"
hurricane-matthew_00000010,52,466,648,549,709,2181,dense,2.176871,dense,4,1,3,2,1,1,0.6772,,40|41|42,40|41,41,1,1,8.0,1328,1,"[466, 648, 549, 709]"
mexico-earthquake_00000117,143,258,759,304,828,2175,dense,0.683527,medium,1,1,2,2,1,0,,oversized_merge,299|325,299|325,299|325,2,1,8.0,1329,60,"[258, 759, 304, 828]"
hurricane-matthew_00000297,73,591,776,673,827,2167,dense,2.977963,dense,5,1,2,2,1,1,0.50869,,78|83,78|83,78,1,1,8.0,1330,4,"[591, 776, 673, 827]"
hurricane-harvey_00000105,79,87,773,162,823,2154,dense,0.631074,medium,1,1,2,2,1,0,,oversized_merge,85|86,85|86,85|86,2,1,8.0,1331,12,"[87, 773, 162, 823]"
mexico-earthquake_00000058,149,141,699,208,765,2151,dense,4.697592,dense,8,1,2,2,1,1,0.629092,,127|129,127|129,127,1,1,8.0,1332,21,"[141, 699, 208, 765]"
hurricane-harvey_00000179,75,289,271,371,323,2150,dense,0.590458,medium,1,1,2,2,1,0,,oversized_merge,76|82,76|82,76|82,2,1,8.0,1333,13,"[289, 271, 371, 323]"
hurricane-harvey_00000476,115,618,521,660,598,2142,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,125|136,125|136,125|136,2,1,8.0,1334,16,"[618, 521, 660, 598]"
hurricane-michael_00000113,14,375,86,419,159,2142,dense,0.675858,medium,1,1,3,3,1,0,,oversized_merge,15|21|22,15|21|22,15|21|22,3,1,8.0,1335,1,"[375, 86, 419, 159]"
hurricane-harvey_00000105,67,393,702,468,744,2133,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,69|70,69|70,69|70,2,1,8.0,1336,13,"[393, 702, 468, 744]"
santa-rosa-wildfire_00000213,60,152,392,208,449,2133,dense,0.0,sparse,0,1,2,2,1,0,,oversized_merge,68|70,68|70,68|70,2,1,8.0,1337,8,"[152, 392, 208, 449]"
mexico-earthquake_00000069,12,399,16,479,63,2131,dense,0.730994,medium,1,1,2,2,1,0,,oversized_merge,11|15,11|15,11|15,2,1,8.0,1338,16,"[399, 16, 479, 63]"
mexico-earthquake_00000006,113,223,837,321,885,2123,dense,0.551146,medium,1,1,2,2,1,0,,oversized_merge,198|204,198|204,198|204,2,1,8.0,1339,36,"[223, 837, 321, 885]"
hurricane-harvey_00000122,137,963,831,1004,897,2110,dense,0.82713,dense,1,1,2,2,1,0,,oversized_merge,160|168,160|168,160|168,2,1,8.0,1340,20,"[963, 831, 1004, 897]"
